id,gameNo,gameName,gameCode,type,costPrice,tax,salePrice,dateOfSale
9650,42,KglwClypMz,O7dfu,2,72.43,6.52,78.95,2024-04-16
9651,37,biXndyxmiz,bKlMA,1,78.43,7.06,85.49,2024-04-04
9652,96,xKQQnELobJ,uqtWl,2,32.53,2.93,35.46,2024-04-24
9653,27,rQfxQmvVgu,31Ndt,2,36.75,3.31,40.06,2024-04-12
9654,75,AdlyzQFDNn,jDgbG,1,36.96,3.33,40.29,2024-04-29
9655,31,mgfvoWHlYW,m1EBr,1,54.01,4.86,58.87,2024-04-02
9656,25,PaIAVCvGsk,2SkB1,2,42.79,3.85,46.64,2024-04-03
9657,39,ATqcorhZvW,7wIOQ,2,52.19,4.7,56.89,2024-04-07
9658,5,odDvSOBoaO,s5a5a,2,56.72,5.1,61.82,2024-04-01
9659,87,ujKLhtTTqb,AV9Ba,2,85.71,7.71,93.42,2024-04-26
9660,20,UKqZIfvwsi,2yThR,2,39.27,3.53,42.8,2024-04-23
9661,38,BdsqrdXSAZ,rlO9i,2,93.59,8.42,102.01,2024-04-02
9662,75,hgkRHvaKRP,08jg0,1,30.06,2.71,32.77,2024-04-03
9663,88,eWvBjYMrFk,72FHS,2,47.07,4.24,51.31,2024-04-03
9664,68,yQfDegiHkV,lewir,1,100.2,9.02,109.22,2024-04-07
9665,59,USsvlQMvuw,0yBs3,2,76.59,6.89,83.48,2024-04-27
9666,80,olEjFFOvLP,DjJ8x,2,100.72,9.06,109.78,2024-04-24
9667,85,TmupDVIMJl,989u6,1,31.62,2.85,34.47,2024-04-20
9668,94,RDsSurPoNt,wDAKd,2,31.32,2.82,34.14,2024-04-07
9669,6,PTDWqlvSXs,F9mpa,1,62.9,5.66,68.56,2024-04-09
9670,8,LznPuPHTEL,Q2XbS,2,15.22,1.37,16.59,2024-04-28
9671,43,MNtnqiAnUM,69lxy,2,29.27,2.63,31.9,2024-04-18
9672,69,HMPorNYLpn,66GBP,1,68.33,6.15,74.48,2024-04-05
9673,67,lcafKTAxAS,PR8Mq,1,16.47,1.48,17.95,2024-04-06
9674,56,kfyPaCtXdD,Jr8D4,2,88.24,7.94,96.18,2024-04-11
9675,88,lHKekiEiDK,Tulhh,1,86.26,7.76,94.02,2024-04-28
9676,70,KfrdTJFzed,uLDeA,2,36.08,3.25,39.33,2024-04-24
9677,13,DZUFtaEWEn,dtRea,2,23.02,2.07,25.09,2024-04-02
9678,39,KEKfwfnDNS,vXnlr,1,49.57,4.46,54.03,2024-04-18
9679,14,mDcVkMEQlo,JS8wL,1,26.52,2.39,28.91,2024-04-12
9680,42,FrWdeJhyaW,tF99N,2,28.69,2.58,31.27,2024-04-26
9681,89,gcrPMZkjXg,MBDwn,1,16.26,1.46,17.72,2024-04-03
9682,10,wZMZwCRVfo,3dY8i,1,77.11,6.94,84.05,2024-04-13
9683,90,ayhUezKPvk,MAL7Z,1,18.58,1.67,20.25,2024-04-06
9684,54,ogaosQUqAI,QOdXC,1,56.14,5.05,61.19,2024-04-29
9685,18,ptwzlIGttr,BKwvi,1,78.98,7.11,86.09,2024-04-14
9686,38,pmpMssgkdI,arWfL,2,61.93,5.57,67.5,2024-04-14
9687,62,WQeAUPgWXb,OCcqA,1,19.14,1.72,20.86,2024-04-02
9688,79,tZdGZgqNXV,EBbRq,2,38.03,3.42,41.45,2024-04-07
9689,47,RnEOleEuPd,1H1IB,1,44.07,3.97,48.04,2024-04-27
9690,33,JGDEZGdXGW,xWJTi,2,90.28,8.13,98.41,2024-04-13
9691,45,GlPiGNyccQ,EGO7b,2,60.11,5.41,65.52,2024-04-23
9692,12,BOdxfzQgZD,CyFVb,1,92.54,8.33,100.87,2024-04-21
9693,27,BdrwjvIryJ,rTiN2,1,55.0,4.95,59.95,2024-04-02
9694,9,StbbOLQAvz,tqdmc,1,54.29,4.89,59.18,2024-04-18
9695,61,YQaDCROvHT,XfjEI,1,92.71,8.34,101.05,2024-04-29
9696,9,pSUiXpLAwE,eFG3K,1,89.89,8.09,97.98,2024-04-14
9697,10,ROKxPqKYqP,cEO1c,2,37.26,3.35,40.61,2024-04-17
9698,23,MhmAJXgFQD,cUS1r,1,56.52,5.09,61.61,2024-04-19
9699,48,uQOcjoNxVP,kKsRR,2,35.8,3.22,39.02,2024-04-04
9700,36,koendBHMFZ,rUrKu,2,10.6,0.95,11.55,2024-04-09
9701,82,fLAWImgJBU,r11pP,1,59.01,5.31,64.32,2024-04-27
9702,28,CCFogEebmd,aum9Z,2,20.69,1.86,22.55,2024-04-21
9703,62,hOqzVNGJhB,lKLp9,2,61.77,5.56,67.33,2024-04-04
9704,25,LtenRAXAij,m9qkM,2,32.56,2.93,35.49,2024-04-03
9705,92,bqMaHgFiVp,eflPp,1,32.74,2.95,35.69,2024-04-28
9706,29,kplJqyMXhS,EHlWd,1,37.3,3.36,40.66,2024-04-11
9707,42,hgMVsJCSBc,s3dKc,1,83.43,7.51,90.94,2024-04-26
9708,5,uOpzrXWoyK,4O1CM,2,21.71,1.95,23.66,2024-04-06
9709,31,UFdzjGiXxo,mU2Qs,2,53.7,4.83,58.53,2024-04-29
9710,42,TRsCecfNmH,BVA9v,2,83.9,7.55,91.45,2024-04-01
9711,1,VMJEaJAwXo,lzQqg,1,67.85,6.11,73.96,2024-04-12
9712,41,ZJOiZSsfJb,lpq59,1,34.67,3.12,37.79,2024-04-17
9713,62,PcfVQSZYuc,v9gtd,1,54.56,4.91,59.47,2024-04-16
9714,72,NvPnGRGKqe,gdz3v,2,57.27,5.15,62.42,2024-04-09
9715,87,oNCAbebfMC,YBhIH,2,95.11,8.56,103.67,2024-04-28
9716,96,QLPgxxvlCN,knK0T,1,97.74,8.8,106.54,2024-04-12
9717,33,WnSBxWabIe,gIq78,2,26.4,2.38,28.78,2024-04-27
9718,81,fhkgiEaghB,mNmXB,2,76.66,6.9,83.56,2024-04-10
9719,95,GSLhtYQjeH,3F4Cy,1,13.29,1.2,14.49,2024-04-16
9720,18,pjKrhBSVWc,kxmTt,2,97.14,8.74,105.88,2024-04-08
9721,100,dsjNnvkpsP,ycMDm,1,77.07,6.94,84.01,2024-04-22
9722,6,SyJvEhjtEE,cG1HA,1,39.01,3.51,42.52,2024-04-08
9723,52,OazEtnoSGt,sPdDb,2,19.36,1.74,21.1,2024-04-04
9724,91,JZHrJVLIhx,wMFbE,2,92.36,8.31,100.67,2024-04-16
9725,43,GAIobxAGeA,zJjgs,2,75.5,6.79,82.29,2024-04-18
9726,33,ysebROenYk,cO6e2,2,68.7,6.18,74.88,2024-04-04
9727,86,NhofPCoQVS,LAJCw,2,60.51,5.45,65.96,2024-04-10
9728,19,pAckGalPYo,0o2d7,1,21.91,1.97,23.88,2024-04-02
9729,68,oKFtBSSrBj,ZYQRP,2,18.45,1.66,20.11,2024-04-26
9730,65,gDonQnoKQw,MgtrX,2,69.29,6.24,75.53,2024-04-11
9731,68,WEzFdhChrr,0FUTz,2,68.35,6.15,74.5,2024-04-05
9732,33,mYbRVXQTXE,rMlMq,1,69.01,6.21,75.22,2024-04-19
9733,17,bcbYqcpMaM,SwsLX,1,94.88,8.54,103.42,2024-04-04
9734,21,aRsNrnUBmP,XqxZT,1,65.22,5.87,71.09,2024-04-03
9735,75,uNNoThXjgh,DKPwm,1,57.96,5.22,63.18,2024-04-03
9736,30,zivkTbgiro,vXF8s,2,64.9,5.84,70.74,2024-04-07
9737,26,jvLvPKCZFF,QCDnG,2,82.87,7.46,90.33,2024-04-22
9738,49,nxqZvVvRXI,hsBOm,1,41.57,3.74,45.31,2024-04-27
9739,8,QGCSZBOUaN,98N7g,2,56.6,5.09,61.69,2024-04-05
9740,87,ZGGPynPyNq,VtOE2,1,61.81,5.56,67.37,2024-04-10
9741,11,BzbiSjvywT,MMCNX,2,11.73,1.06,12.79,2024-04-15
9742,56,wrnOaWpMAk,CTzij,2,14.25,1.28,15.53,2024-04-21
9743,95,BtLvaBOAJW,ZroX2,2,31.61,2.84,34.45,2024-04-03
9744,14,FhNoGUwRjA,f9tWO,1,43.8,3.94,47.74,2024-04-14
9745,65,YfaKCAJxhX,CkcJD,2,40.84,3.68,44.52,2024-04-23
9746,88,WmiZQqmEaW,etdLC,2,85.17,7.67,92.84,2024-04-16
9747,20,pZfVRybqry,3ap1r,2,100.92,9.08,110.0,2024-04-05
9748,41,IpfFZKwHwp,sL3wv,2,43.02,3.87,46.89,2024-04-28
9749,3,BOhrVNeVbM,WIIZd,1,77.31,6.96,84.27,2024-04-14
9750,89,KkdYvuBWzY,Ecljq,2,77.43,6.97,84.4,2024-04-12
9751,86,ofWRdnRBgt,aS63v,1,58.1,5.23,63.33,2024-04-12
9752,34,ClMzpgkAyr,IGJL3,1,40.09,3.61,43.7,2024-04-12
9753,83,cfwpIwyfww,LDu5N,2,41.38,3.72,45.1,2024-04-17
9754,53,MMRXapObmN,4ZTnq,1,97.47,8.77,106.24,2024-04-01
9755,95,GTYVJDnMUS,QAc5p,1,87.82,7.9,95.72,2024-04-26
9756,12,ynbCrIPEgM,FbrxX,1,51.56,4.64,56.2,2024-04-13
9757,92,ykPIrbomQg,SNQwP,2,73.32,6.6,79.92,2024-04-22
9758,30,WXoRyGLAKb,FfuZ7,2,26.66,2.4,29.06,2024-04-10
9759,3,LbWdXsCDJD,cPgep,2,20.3,1.83,22.13,2024-04-21
9760,96,pgjAAATQfK,TVQ84,1,10.87,0.98,11.85,2024-04-20
9761,74,xlZNlHVVrn,uFOo5,1,89.27,8.03,97.3,2024-04-28
9762,47,lgvsLKJMAA,MpqrP,2,62.92,5.66,68.58,2024-04-23
9763,87,PVzxQeFSDl,XwHV8,2,47.04,4.23,51.27,2024-04-25
9764,100,LmRgfVrRBS,M9PpS,2,73.01,6.57,79.58,2024-04-13
9765,36,cGzTCyrtEo,YtNNG,1,27.06,2.44,29.5,2024-04-20
9766,76,NmaeQxNDkf,wQ0lg,2,87.22,7.85,95.07,2024-04-22
9767,21,XiJkCTTszI,chGAA,2,18.78,1.69,20.47,2024-04-14
9768,75,vfqcmlRhvV,o3NbA,1,84.98,7.65,92.63,2024-04-24
9769,68,FPaNKimfPA,acgv3,2,53.14,4.78,57.92,2024-04-04
9770,32,hQBjnrLXrS,GsN5C,2,21.1,1.9,23.0,2024-04-17
9771,62,wmeOcjGNmV,mIPFo,1,20.74,1.87,22.61,2024-04-22
9772,37,BLrrdYGJqf,1x7SS,1,80.67,7.26,87.93,2024-04-07
9773,59,iApqOkhrzO,Sw6Qe,1,24.16,2.17,26.33,2024-04-19
9774,4,PxLQdwRvJK,OzPZU,2,87.68,7.89,95.57,2024-04-29
9775,82,mnrNGeRuHx,TndDB,2,28.46,2.56,31.02,2024-04-17
9776,58,TWpaCmTjIA,hVlwD,2,41.81,3.76,45.57,2024-04-27
9777,82,vuUvTyAtVr,t5ivh,2,67.69,6.09,73.78,2024-04-25
9778,45,sLDtJSmDra,X2SSG,1,93.48,8.41,101.89,2024-04-25
9779,8,sAoJqXncWY,B0chd,2,19.68,1.77,21.45,2024-04-24
9780,90,qsgfVHKTzN,FlFcJ,1,10.1,0.91,11.01,2024-04-23
9781,100,pmRHoHglgG,Owvbi,2,74.27,6.68,80.95,2024-04-18
9782,71,bdCnSqMuyx,YVHId,1,56.35,5.07,61.42,2024-04-18
9783,38,lMacLFozKg,YCYvw,2,29.28,2.64,31.92,2024-04-03
9784,61,kBdGhFSyfY,gixAn,2,20.54,1.85,22.39,2024-04-01
9785,14,PteigPyzPC,kf7H0,1,10.66,0.96,11.62,2024-04-25
9786,50,isfuayYuoV,eiEIB,1,68.26,6.14,74.4,2024-04-16
9787,65,FFpFVGlsnO,xNqgD,1,21.06,1.9,22.96,2024-04-06
9788,57,fsUJvlzoFf,IxT1p,1,76.79,6.91,83.7,2024-04-23
9789,32,xUHqaCovTX,I8E1r,1,75.14,6.76,81.9,2024-04-06
9790,77,NNlRoApxnj,0ak7E,1,34.52,3.11,37.63,2024-04-26
9791,25,rUyxhAikbV,q5KyT,1,19.04,1.71,20.75,2024-04-01
9792,75,hYikIKOJaO,276tv,2,47.99,4.32,52.31,2024-04-23
9793,58,hMvRLrYbsG,ucCtf,1,11.01,0.99,12.0,2024-04-14
9794,72,SopouCOTaz,5csTj,2,44.98,4.05,49.03,2024-04-12
9795,24,GXUndVOgmO,YELRq,1,53.39,4.81,58.2,2024-04-17
9796,21,MGjGSJoYub,S8YPJ,2,26.24,2.36,28.6,2024-04-23
9797,16,cXhbMGQCrr,ewKpF,1,11.79,1.06,12.85,2024-04-23
9798,40,JLLQQGiEOt,sSVZL,2,62.14,5.59,67.73,2024-04-03
9799,47,TomsoSotxC,uTNfj,1,45.24,4.07,49.31,2024-04-24
9800,80,WzmTHocmEX,Qr27P,2,68.87,6.2,75.07,2024-04-21
9801,61,GBeDsoMQXj,5kWLu,2,31.81,2.86,34.67,2024-04-22
9802,77,iLfZtqAloU,3zD0z,2,91.18,8.21,99.39,2024-04-19
9803,37,eFJzZXYldK,S6ydX,2,50.03,4.5,54.53,2024-04-15
9804,90,LNdhLdfnqj,eTsoc,2,92.12,8.29,100.41,2024-04-16
9805,37,riNKkFufae,tLjJO,2,72.02,6.48,78.5,2024-04-28
9806,32,oxvFcoRwof,vqP3i,2,17.44,1.57,19.01,2024-04-05
9807,87,eODaZnKgfj,aCV2U,1,28.12,2.53,30.65,2024-04-13
9808,85,kNVpuENYNK,XSg7q,1,68.76,6.19,74.95,2024-04-10
9809,92,XQgrvyPSgU,gETHY,1,29.36,2.64,32.0,2024-04-11
9810,28,FgOwLxtigG,k6huz,1,48.77,4.39,53.16,2024-04-29
9811,4,TQjfWJwRWS,LLXho,2,62.74,5.65,68.39,2024-04-04
9812,100,gHiTUNcwcR,e8jjz,1,67.97,6.12,74.09,2024-04-24
9813,60,GbrHCNYuSz,cDpGM,1,86.95,7.83,94.78,2024-04-15
9814,26,WbXofOQGrz,EO1lk,2,83.88,7.55,91.43,2024-04-15
9815,20,eFCgxbrObS,Uvmjn,1,57.63,5.19,62.82,2024-04-14
9816,45,JTIWZRqdDz,CfujU,2,62.36,5.61,67.97,2024-04-19
9817,62,hTBXPxcYUE,9DVEj,1,96.99,8.73,105.72,2024-04-12
9818,80,kNIjmxvsKt,MdX6A,2,81.5,7.33,88.83,2024-04-25
9819,71,VGsxiDUWZf,5ykkU,2,61.87,5.57,67.44,2024-04-09
9820,2,qwZcGwpFwB,R3VaX,1,86.93,7.82,94.75,2024-04-15
9821,84,uReMRTICbO,HMqe6,1,71.03,6.39,77.42,2024-04-24
9822,5,yOifPKLyex,70ZXm,1,70.06,6.31,76.37,2024-04-13
9823,64,yjZZakcIZm,aPdYT,1,26.72,2.4,29.12,2024-04-12
9824,93,jtLpfbgNdg,iG0SY,2,83.52,7.52,91.04,2024-04-24
9825,54,pivkJqYElu,kuCjH,2,93.13,8.38,101.51,2024-04-14
9826,69,naDdiawVgX,LPMwr,2,98.16,8.83,106.99,2024-04-21
9827,98,LDNzTdlhyg,jKTAJ,2,96.61,8.69,105.3,2024-04-02
9828,13,OAwQEMUaKk,aZFnD,1,60.92,5.48,66.4,2024-04-11
9829,6,hPDCqZhesi,4l4Fs,1,86.98,7.83,94.81,2024-04-14
9830,80,LIGyPaZikH,ZNVuO,1,85.03,7.65,92.68,2024-04-11
9831,25,MuMtFdcfEM,aHCvi,2,11.42,1.03,12.45,2024-04-27
9832,58,nSyzTzErTS,CVZNn,1,40.6,3.65,44.25,2024-04-12
9833,3,eGCHcCdWrv,KrcDs,1,73.02,6.57,79.59,2024-04-08
9834,24,NlCLVVzaUl,iwnM3,1,98.85,8.9,107.75,2024-04-27
9835,44,qbSKGuCKjE,C3SjS,1,41.85,3.77,45.62,2024-04-07
9836,55,ixRdgzhbYO,LZrXf,2,99.97,9.0,108.97,2024-04-21
9837,79,LMiguzdtGt,IhwxE,1,27.2,2.45,29.65,2024-04-13
9838,73,vJDhFHQstf,RKceB,2,66.46,5.98,72.44,2024-04-13
9839,85,kUdDZmlNqB,Z5B6U,2,78.36,7.05,85.41,2024-04-14
9840,97,dEtrtGiUZB,gUj9M,1,28.5,2.56,31.06,2024-04-19
9841,86,fftLiEnijm,SyODS,1,22.74,2.05,24.79,2024-04-09
9842,78,ffphMaVskN,LaJhp,1,33.96,3.06,37.02,2024-04-28
9843,18,DyUsSgoMVZ,LLrIu,1,69.14,6.22,75.36,2024-04-25
9844,43,pEuVkjxnUh,SDL8U,1,45.99,4.14,50.13,2024-04-17
9845,95,CXexcWcLnI,OW3Te,1,85.22,7.67,92.89,2024-04-19
9846,9,pzvXiOuGqh,sMewU,1,27.23,2.45,29.68,2024-04-26
9847,84,yQDgBGtpax,SAWtB,1,20.02,1.8,21.82,2024-04-05
9848,6,CoBQtWugtU,MhvpH,2,51.07,4.6,55.67,2024-04-15
9849,61,ZUPdENAnfh,UxVrZ,1,32.82,2.95,35.77,2024-04-07
9850,8,DCTMSclIIi,71UVj,1,40.27,3.62,43.89,2024-04-29
9851,52,bQSvlPEGDR,fHsME,2,67.2,6.05,73.25,2024-04-09
9852,80,AJREAwBMQy,u5H8o,2,77.57,6.98,84.55,2024-04-04
9853,50,WSLgFmORFf,GP52B,2,51.46,4.63,56.09,2024-04-08
9854,69,hMTNikuCtg,cDmzQ,1,64.97,5.85,70.82,2024-04-10
9855,39,IZsNTmsBGT,AUrqb,2,64.38,5.79,70.17,2024-04-11
9856,52,lGDWVSFKSD,7CA2N,1,18.28,1.65,19.93,2024-04-23
9857,15,rAbJFTipFQ,ISqhA,2,47.2,4.25,51.45,2024-04-13
9858,61,OkOpLfcCDX,vYzN1,1,98.73,8.89,107.62,2024-04-15
9859,38,JMWGhOwIwZ,EevcL,1,59.54,5.36,64.9,2024-04-05
9860,96,qhjtoDMTfi,8bCUr,2,65.38,5.88,71.26,2024-04-13
9861,34,yYhFRxNyYT,ahDwZ,2,27.14,2.44,29.58,2024-04-21
9862,55,CDmRyfYPLm,kBij0,1,88.94,8.0,96.94,2024-04-13
9863,62,JQyfMqJBuD,4yANa,2,56.44,5.08,61.52,2024-04-25
9864,78,MNKyTlHfjs,VBUxw,1,63.57,5.72,69.29,2024-04-05
9865,70,gznozUmrCd,Hgb5M,2,51.79,4.66,56.45,2024-04-16
9866,23,sAqjrBnjrF,ylLoM,1,69.35,6.24,75.59,2024-04-15
9867,82,hrBYIlVicu,i9u3g,2,26.71,2.4,29.11,2024-04-15
9868,81,LYXNtZxsiK,Tffgy,1,89.49,8.05,97.54,2024-04-17
9869,9,VHBncfgnRV,zD3rO,1,53.48,4.81,58.29,2024-04-02
9870,19,vlXLXfnUvk,ZcXF5,1,37.8,3.4,41.2,2024-04-28
9871,18,joZDzTNyor,DA90S,2,68.99,6.21,75.2,2024-04-07
9872,41,KWZvehSPht,cpPhX,1,44.13,3.97,48.1,2024-04-01
9873,86,cGmMvJgojC,Bdp7I,1,20.34,1.83,22.17,2024-04-06
9874,66,moynHforix,GaS2F,2,57.79,5.2,62.99,2024-04-29
9875,27,wquxUXADWg,nY811,2,88.55,7.97,96.52,2024-04-27
9876,75,WByKUdXrnp,cPRgQ,2,71.32,6.42,77.74,2024-04-27
9877,9,sybkvHUrvN,RRiiA,1,67.01,6.03,73.04,2024-04-27
9878,98,ZiVTvZCOZl,JKG7J,1,87.9,7.91,95.81,2024-04-11
9879,74,GNPIuAHrRj,qsyjr,2,31.29,2.82,34.11,2024-04-15
9880,8,edOidtiMsF,uUVN9,1,89.35,8.04,97.39,2024-04-28
9881,28,DUoyPLsPky,1Uyae,2,26.97,2.43,29.4,2024-04-05
9882,37,DoVgoGlBQF,Vc9w9,1,67.09,6.04,73.13,2024-04-12
9883,96,bzAvIAagnu,tK4xO,2,91.12,8.2,99.32,2024-04-25
9884,51,HxyhqNwNjC,OeU9t,2,21.53,1.94,23.47,2024-04-11
9885,28,glMEGUSIpm,eWdMx,2,44.25,3.98,48.23,2024-04-18
9886,12,BXlzpkmOdV,7PYcW,2,78.32,7.05,85.37,2024-04-20
9887,94,GBtKjgGHaZ,HHJwZ,2,59.09,5.32,64.41,2024-04-21
9888,88,JvnyKqCkcd,eSsBu,1,59.05,5.31,64.36,2024-04-29
9889,31,aKbACsZdel,y9FhJ,1,24.9,2.24,27.14,2024-04-19
9890,30,WdUVyeumTc,zR8dC,2,72.01,6.48,78.49,2024-04-10
9891,99,EEZyzOSGlX,iPRp5,2,99.69,8.97,108.66,2024-04-23
9892,54,qDENlbmmFj,JpeR7,2,39.51,3.56,43.07,2024-04-22
9893,32,qBdYVlQGEd,KPIR9,2,17.39,1.57,18.96,2024-04-16
9894,78,vNZVuesoQS,eOeYw,1,18.39,1.66,20.05,2024-04-23
9895,21,UyvMhHOzzH,jFM8W,2,75.41,6.79,82.2,2024-04-28
9896,38,KHSysgUEKI,zPMgL,2,50.06,4.51,54.57,2024-04-29
9897,23,vCQrZWSCIS,DVxIL,1,64.96,5.85,70.81,2024-04-03
9898,100,yHkVnGwGDf,OGQDI,1,15.59,1.4,16.99,2024-04-02
9899,56,UDyUXbXqWR,KAPhu,2,23.25,2.09,25.34,2024-04-15
9900,28,gKotojBUPd,yBk59,2,18.87,1.7,20.57,2024-04-08
9901,53,KuaAiqIFOw,TmsVs,1,97.45,8.77,106.22,2024-04-12
9902,81,SMVvsnFqIA,iw111,1,85.15,7.66,92.81,2024-04-05
9903,11,xxGvAbKKjY,QtneR,2,41.8,3.76,45.56,2024-04-01
9904,82,TDlyWDltGf,9OnyL,2,85.51,7.7,93.21,2024-04-25
9905,53,kmnrVRfeyH,s4ieC,2,89.26,8.03,97.29,2024-04-12
9906,51,MRqrAhXjuQ,aYTy1,1,46.3,4.17,50.47,2024-04-13
9907,94,WVVCCwustX,yqPup,1,54.26,4.88,59.14,2024-04-17
9908,100,pTiheeJfLy,0b5GA,2,14.42,1.3,15.72,2024-04-04
9909,13,HAlMqVkJCx,efut1,1,95.36,8.58,103.94,2024-04-08
9910,55,iyPqofAHzD,OkE9Z,1,65.1,5.86,70.96,2024-04-06
9911,49,wuxaXQIzqm,ssBzM,1,26.31,2.37,28.68,2024-04-03
9912,18,ktpIKDxhsx,B0iVM,1,33.43,3.01,36.44,2024-04-12
9913,77,nCkDbGsxge,Z81OG,1,73.57,6.62,80.19,2024-04-27
9914,79,VwchejXLHO,Uus9c,2,40.39,3.64,44.03,2024-04-28
9915,56,bVrxibbJuh,h4YaX,1,57.83,5.2,63.03,2024-04-28
9916,63,xctupLFCMu,f0OZD,2,42.23,3.8,46.03,2024-04-19
9917,29,pkYcVuLpLR,MkCYJ,1,60.53,5.45,65.98,2024-04-16
9918,29,EYhOjVtQRt,z2NbI,1,15.0,1.35,16.35,2024-04-25
9919,14,RJQWOAGYIM,BFoTn,1,62.85,5.66,68.51,2024-04-05
9920,36,eufYsZYopD,uvjon,1,73.09,6.58,79.67,2024-04-19
9921,42,AzYoMouxEJ,5eRMG,1,17.99,1.62,19.61,2024-04-16
9922,82,sMiCyACepH,IeQ62,1,92.87,8.36,101.23,2024-04-05
9923,80,IVGOupsufv,z24ba,1,49.12,4.42,53.54,2024-04-15
9924,3,ZbEBhSOxif,T2N76,2,86.21,7.76,93.97,2024-04-26
9925,47,MoQAdNDxNi,x88yY,1,53.43,4.81,58.24,2024-04-15
9926,80,WfxCkhuRkR,KYl7G,1,93.9,8.45,102.35,2024-04-27
9927,35,pWeBoueomR,q2YAx,2,29.4,2.65,32.05,2024-04-25
9928,20,HSygPWgwgs,ycTep,2,25.67,2.31,27.98,2024-04-28
9929,31,hubqrxFtJH,7FMzY,2,13.21,1.19,14.4,2024-04-21
9930,19,wttQNMtcQQ,BLM7O,1,20.64,1.86,22.5,2024-04-01
9931,95,aOxTogOLYu,8ormv,1,75.2,6.77,81.97,2024-04-28
9932,26,dFBAKaNkfT,r81b9,2,83.68,7.53,91.21,2024-04-28
9933,59,pdLiOIWiRG,E4LZV,2,16.55,1.49,18.04,2024-04-28
9934,56,WbHBPjcCdS,8dXAr,2,67.25,6.05,73.3,2024-04-28
9935,90,QkOIVlKogx,G4q5T,2,45.54,4.1,49.64,2024-04-18
9936,66,bhFnywjYpy,OL3oB,1,51.68,4.65,56.33,2024-04-13
9937,10,CysUZIsoJw,BErCp,2,64.13,5.77,69.9,2024-04-13
9938,52,gCweZudXxx,n8AIa,2,16.27,1.46,17.73,2024-04-12
9939,83,pqZOkxnqbq,iFGHg,2,93.14,8.38,101.52,2024-04-28
9940,38,gPXqCtNKOK,a72wO,1,26.52,2.39,28.91,2024-04-11
9941,42,EoJAoSiKpR,0YVoF,1,62.35,5.61,67.96,2024-04-22
9942,99,YhUxsVKkbj,4SB00,2,75.25,6.77,82.02,2024-04-23
9943,96,CMYPQDAKQz,x61Pd,1,69.87,6.29,76.16,2024-04-10
9944,79,gjcrAHNEaM,BqQeW,1,30.65,2.76,33.41,2024-04-07
9945,35,dQLXlFeeAe,Qcgr6,2,80.06,7.21,87.27,2024-04-08
9946,21,WnwkCdiVkK,q87nY,1,40.98,3.69,44.67,2024-04-23
9947,63,eZDQgDojMg,P43lk,1,71.59,6.44,78.03,2024-04-07
9948,21,AUhZXpZfwD,waet7,1,41.27,3.71,44.98,2024-04-11
9949,88,hZEkibazgj,4satU,2,40.74,3.67,44.41,2024-04-13
9950,36,szrTrPqXUM,30sPm,1,72.24,6.5,78.74,2024-04-19
9951,43,AByJFjRohQ,ulwoh,2,16.64,1.5,18.14,2024-04-24
9952,94,HWLNVzXYhU,h49K8,1,34.61,3.11,37.72,2024-04-28
9953,56,aYbbrduNcb,FmOJi,2,77.24,6.95,84.19,2024-04-10
9954,12,CZxnRDulso,TlBnZ,2,95.15,8.56,103.71,2024-04-20
9955,39,ROzJEoRRTn,jJgFg,1,88.48,7.96,96.44,2024-04-09
9956,55,tHzaqODpRH,N17uA,1,38.89,3.5,42.39,2024-04-25
9957,56,hncayRCLWo,6yTOf,2,69.47,6.25,75.72,2024-04-06
9958,80,prqfyXOkoz,8fP4T,1,75.4,6.79,82.19,2024-04-18
9959,22,CBPPplpNdJ,PEBGj,2,73.42,6.61,80.03,2024-04-14
9960,65,qorIhuYUWc,vuJ4t,2,29.82,2.68,32.5,2024-04-17
9961,82,dUMMHCRpUY,Om30a,1,92.98,8.37,101.35,2024-04-17
9962,54,CwMHxBtTRZ,T3noH,2,47.17,4.25,51.42,2024-04-14
9963,62,HuHDLByzns,8JOq2,2,15.33,1.38,16.71,2024-04-10
9964,44,qaubDIDrUJ,aqxJp,1,71.38,6.42,77.8,2024-04-25
9965,7,mgrYyRzVsA,Kob1f,2,70.94,6.38,77.32,2024-04-12
9966,94,HIPdAqdgaP,xh8Oc,1,85.4,7.69,93.09,2024-04-06
9967,92,wSIDPlqSYs,14hzm,2,81.89,7.37,89.26,2024-04-06
9968,84,dXvdClTXBO,XnlHW,1,35.36,3.18,38.54,2024-04-02
9969,53,KvvlPvLqwI,r8CBU,1,39.13,3.52,42.65,2024-04-19
9970,8,nHqVkgiCeS,BZssx,1,66.75,6.01,72.76,2024-04-02
9971,73,uHEldyFGyi,x6qQy,1,16.6,1.49,18.09,2024-04-15
9972,88,etwVOnnHzc,LNoqu,2,76.06,6.85,82.91,2024-04-27
9973,70,bmUBLivrtK,ZUnVZ,2,90.06,8.11,98.17,2024-04-16
9974,65,TcEnQditFj,36Zhi,1,88.4,7.96,96.36,2024-04-12
9975,41,TZZDqflZpH,QhflE,2,29.68,2.67,32.35,2024-04-01
9976,71,RWvqiRJczM,HsVhx,1,55.87,5.03,60.9,2024-04-09
9977,56,FxABjVHAtp,7fWa2,2,86.14,7.75,93.89,2024-04-18
9978,88,QpprdfyCRe,Re31w,1,70.51,6.35,76.86,2024-04-26
9979,44,JyDNCrBRhE,Y2nps,2,89.68,8.07,97.75,2024-04-12
