id,gameNo,gameName,gameCode,type,costPrice,tax,salePrice,dateOfSale
1783,32,FQdIKIqlcG,bOEU0,2,64.43,5.8,70.23,2024-04-01
1784,76,FAdTwBvWtM,nKnrb,2,63.93,5.75,69.68,2024-04-14
1785,83,UAearJDTYz,XYrWk,1,49.74,4.48,54.22,2024-04-09
1786,61,qiPjneFbEH,0coXe,1,25.87,2.33,28.2,2024-04-04
1787,8,CnhzBmBZRU,MXuvg,2,57.79,5.2,62.99,2024-04-21
1788,70,OAIbAgjqHf,InsNx,1,72.62,6.54,79.16,2024-04-18
1789,31,tBEnBQcbmX,oslBp,1,33.86,3.05,36.91,2024-04-12
1790,33,vrJuIyXfut,MI4zw,1,96.89,8.72,105.61,2024-04-02
1791,67,rizBFSqddL,5Da1C,2,78.44,7.06,85.5,2024-04-04
1792,56,LCVjanqISU,5ZTEh,2,31.43,2.83,34.26,2024-04-28
1793,27,CWwWdTwxgz,nX9rG,1,45.48,4.09,49.57,2024-04-17
1794,44,GVsMSPsZZv,4ls1Z,1,61.61,5.54,67.15,2024-04-17
1795,63,UyKlzYyRbB,fcobb,1,82.95,7.47,90.42,2024-04-29
1796,67,dfSarMBzPa,owW5l,1,84.39,7.6,91.99,2024-04-04
1797,64,kSSSjwlbDs,kBfSj,2,37.43,3.37,40.8,2024-04-15
1798,47,aXxXorFPar,hVZ4X,1,22.2,2.0,24.2,2024-04-21
1799,87,MYHcxKrUmo,790Jy,2,69.86,6.29,76.15,2024-04-03
1800,96,XnoZtsGLTI,xpcU4,2,94.28,8.49,102.77,2024-04-05
1801,73,VHMkgEoBJm,wJAPR,2,55.69,5.01,60.7,2024-04-06
1802,15,mixcnGWCVF,E6fS8,2,44.27,3.98,48.25,2024-04-04
1803,30,VWPBpCtvfT,bLDzt,1,23.37,2.1,25.47,2024-04-11
1804,58,ghvaYfAZjo,nwdik,2,78.78,7.09,85.87,2024-04-19
1805,42,WPNCWYBdTG,UT7nu,1,95.38,8.58,103.96,2024-04-14
1806,81,TlsNOTrwmc,w654K,1,54.13,4.87,59.0,2024-04-14
1807,32,NSNfnIEXAC,EKaiC,2,56.82,5.11,61.93,2024-04-10
1808,23,YqTmdzKkmW,r4wB4,2,98.89,8.9,107.79,2024-04-24
1809,13,cBTdmwQGwn,JVBD0,2,56.47,5.08,61.55,2024-04-08
1810,92,VKtJZZXGmg,2TcdS,2,80.69,7.26,87.95,2024-04-10
1811,73,AxQImwsQBO,z9DzE,1,38.2,3.44,41.64,2024-04-12
1812,13,yuFdLXkikD,pf64L,2,47.84,4.31,52.15,2024-04-08
1813,65,wYQujCUNUH,jpBMC,2,48.34,4.35,52.69,2024-04-06
1814,47,TOQMDodVHL,s3eMV,1,73.13,6.58,79.71,2024-04-03
1815,2,ZKNVpaJbWz,L9S66,2,95.66,8.61,104.27,2024-04-10
1816,76,oftZptRlbb,GjCa8,1,84.45,7.6,92.05,2024-04-25
1817,56,DHMRHJgcvR,PwXSk,1,41.03,3.69,44.72,2024-04-04
1818,89,TazQfKkDDB,6mBI6,2,95.17,8.57,103.74,2024-04-26
1819,89,QzZtyivlOA,VI1VU,2,57.01,5.13,62.14,2024-04-15
1820,67,zCtfgqrHsx,9Gl4P,2,20.82,1.87,22.69,2024-04-21
1821,63,vWzCQDoxze,1V7wd,2,68.01,6.12,74.13,2024-04-12
1822,54,vDWxGVtOnL,crnjT,1,81.71,7.35,89.06,2024-04-19
1823,66,oaKrJrRouK,7GEgT,1,85.57,7.7,93.27,2024-04-20
1824,20,RYwCbHkWyQ,aNOYI,2,91.66,8.25,99.91,2024-04-13
1825,40,VziXyAdGMF,MbmOQ,2,23.81,2.14,25.95,2024-04-29
1826,100,QWeMCPKegu,MFpt7,2,95.01,8.55,103.56,2024-04-20
1827,80,NtuGwbsdcZ,HModW,1,65.87,5.93,71.8,2024-04-19
1828,78,dZQuPkKPja,YaioK,2,95.65,8.61,104.26,2024-04-26
1829,3,NuYWQojXSG,V49i1,1,33.7,3.03,36.73,2024-04-20
1830,75,cTCHfztDQH,Sh2d8,1,38.68,3.48,42.16,2024-04-07
1831,67,raOihFLdgM,e36KG,1,47.07,4.24,51.31,2024-04-01
1832,19,xjFykWxRzA,gsu6M,2,18.78,1.69,20.47,2024-04-05
1833,91,uuSpYBjbno,CD1Nd,2,29.36,2.64,32.0,2024-04-10
1834,3,dJwMXavMbS,DsnO6,1,85.31,7.68,92.99,2024-04-01
1835,46,FpgWYiVZLg,u3GZ1,1,71.06,6.4,77.46,2024-04-21
1836,91,FDgpHzlvCL,JVBHD,2,85.39,7.69,93.08,2024-04-21
1837,73,sxFDfCDYAw,9cHdk,2,99.32,8.94,108.26,2024-04-29
1838,70,QRrpwDieRN,Gy0Xl,1,93.3,8.4,101.7,2024-04-07
1839,62,lUeumnxiMf,5x2NF,2,100.75,9.07,109.82,2024-04-01
1840,47,VLlCUdbfcp,hN5pX,2,25.45,2.29,27.74,2024-04-07
1841,97,KeyINRdxLo,VTh6o,2,20.37,1.83,22.2,2024-04-03
1842,68,xxtGVMgfEc,AHm9p,2,42.39,3.82,46.21,2024-04-18
1843,44,iJcYGMfOZp,30Pqq,2,58.8,5.29,64.09,2024-04-20
1844,48,yveQRXvctK,ayYOh,1,99.26,8.93,108.19,2024-04-24
1845,1,kQUxKhZMzH,u5h01,1,39.4,3.55,42.95,2024-04-08
1846,22,utIGueSZhc,TQzSW,2,81.86,7.37,89.23,2024-04-09
1847,60,PYbZtawxBE,bQRJ3,2,100.96,9.09,110.05,2024-04-10
1848,65,uOhNlOFXvZ,kksQx,1,73.72,6.63,80.35,2024-04-04
1849,31,OJxXvPueTw,tTXxj,1,83.42,7.51,90.93,2024-04-03
1850,91,hDMMOndutT,AEaVA,2,82.37,7.41,89.78,2024-04-27
1851,68,fVXyTWJvnS,xGnNy,1,87.69,7.89,95.58,2024-04-04
1852,1,gbHepgIFOK,l3RXM,1,10.65,0.96,11.61,2024-04-19
1853,44,MpfHmkXvht,lAe5V,1,58.48,5.26,63.74,2024-04-19
1854,40,QTBdovPrrS,mgCV6,2,61.1,5.5,66.6,2024-04-17
1855,7,ImOKyueehH,INWNs,1,61.76,5.56,67.32,2024-04-01
1856,23,iwYEScAMRO,RS77A,2,16.96,1.53,18.49,2024-04-05
1857,77,cakflexepS,mVozl,2,99.0,8.91,107.91,2024-04-24
1858,15,VscqtXGxlM,FEtaB,2,51.37,4.62,55.99,2024-04-14
1859,88,ZbBPutQIBu,7jQSt,2,13.09,1.18,14.27,2024-04-15
1860,65,ZTJbzMfXWR,outPy,2,41.69,3.75,45.44,2024-04-16
1861,20,myDglUIfDa,BCS1J,1,15.54,1.4,16.94,2024-04-06
1862,64,LhwhlzxOwY,iICI9,2,13.12,1.18,14.3,2024-04-14
1863,51,nqmQwZbOuf,1s6s6,1,55.75,5.02,60.77,2024-04-09
1864,39,URJEpbJTWS,HlRdd,1,99.99,9.0,108.99,2024-04-09
1865,21,heUdVuItBx,uUUKz,2,33.17,2.99,36.16,2024-04-01
1866,91,DnOwvDXFiI,fkqI1,1,38.91,3.5,42.41,2024-04-06
1867,19,KkQSmLxPUR,hsYKK,1,72.24,6.5,78.74,2024-04-25
1868,79,ndKaTRisNP,OTr2U,2,52.84,4.76,57.6,2024-04-14
1869,11,QNhazGZAGM,8uNJ7,2,20.85,1.88,22.73,2024-04-14
1870,38,nlRXrgDmDP,LgoXj,1,41.14,3.7,44.84,2024-04-04
1871,62,DrjACBpPIU,GiZj4,2,86.21,7.76,93.97,2024-04-12
1872,94,GcBqLQDPqj,F2iXF,2,95.93,8.63,104.56,2024-04-03
1873,35,LfotOHeHCr,8JWeb,1,77.52,6.98,84.5,2024-04-29
1874,23,kgMfQlfmWy,suGME,2,39.93,3.59,43.52,2024-04-23
1875,47,CNPgQTcnjs,K6ScS,1,100.35,9.03,109.38,2024-04-18
1876,8,OFuvkOjtIC,F5AHl,1,39.99,3.6,43.59,2024-04-03
1877,2,kOoLoPFhvn,g6QMC,2,84.84,7.64,92.48,2024-04-02
1878,91,sqdtxjPlkd,7P3bX,1,100.63,9.06,109.69,2024-04-04
1879,38,NGRojEvcFL,wKHmm,1,69.1,6.22,75.32,2024-04-03
1880,12,ivYdeHJXzS,FnJR8,1,37.5,3.38,40.88,2024-04-01
1881,25,EFoFMNMkdo,Jk0cL,2,45.75,4.12,49.87,2024-04-21
1882,47,nXZEaGZhwF,L3qHq,2,84.98,7.65,92.63,2024-04-09
1883,78,XmvdfGLTov,gQNZ2,2,62.35,5.61,67.96,2024-04-03
1884,55,wvJBilNzPM,AN2q2,2,64.63,5.82,70.45,2024-04-01
1885,91,XryATFXqvR,w4gIU,1,47.33,4.26,51.59,2024-04-05
1886,82,klPOaXckXg,NykK0,1,39.42,3.55,42.97,2024-04-29
1887,56,BclysfeQBh,zRUSB,2,61.41,5.53,66.94,2024-04-03
1888,55,DzzMeczFYX,53nlV,1,39.88,3.59,43.47,2024-04-18
1889,80,lbGOMFAUek,BpI74,2,74.54,6.71,81.25,2024-04-11
1890,6,UuSYcQzIWt,NH2UX,2,65.03,5.85,70.88,2024-04-02
1891,52,sPrbTrCRCv,pLrct,1,34.72,3.12,37.84,2024-04-23
1892,7,WGtxzzixmG,IStYE,1,26.51,2.39,28.9,2024-04-25
1893,41,MdygEUCnNG,zoAHL,1,14.88,1.34,16.22,2024-04-14
1894,57,OCtJsrCUeT,LHq3w,1,83.14,7.48,90.62,2024-04-17
1895,11,qHSLdYQeEp,bdVUN,1,53.33,4.8,58.13,2024-04-04
1896,98,FARRIAvDZN,2GCHW,1,80.04,7.2,87.24,2024-04-09
1897,77,xSknHjSMPp,GDn8A,2,35.1,3.16,38.26,2024-04-29
1898,46,urIotcjXBW,nWbBQ,1,24.5,2.21,26.71,2024-04-07
1899,77,usLiFlDKga,Y4bXQ,1,46.87,4.22,51.09,2024-04-23
1900,91,mZYiLxXxmi,i26lg,2,52.3,4.71,57.01,2024-04-25
1901,4,gugxAbcOMy,atgS4,1,77.45,6.97,84.42,2024-04-07
1902,58,FXnxjNPJAD,Y2H3z,1,82.65,7.44,90.09,2024-04-16
1903,6,uJGfTOVxFm,FtGPU,1,97.74,8.8,106.54,2024-04-10
1904,18,MvOWGQGnbH,fjWxh,2,50.7,4.56,55.26,2024-04-17
1905,90,stLuFLFJPY,5rxJ0,2,66.97,6.03,73.0,2024-04-15
1906,13,LlsomwVTgV,U0no1,2,57.87,5.21,63.08,2024-04-10
1907,29,RpHnilCehG,a4IRQ,2,100.64,9.06,109.7,2024-04-09
1908,78,oGtPJQHulJ,JUmKX,2,89.86,8.09,97.95,2024-04-17
1909,77,kffesrBTEa,MQbYs,2,78.11,7.03,85.14,2024-04-28
1910,60,gvLKIudrHD,YyZIa,1,25.76,2.32,28.08,2024-04-15
1911,30,GvNqUWAQMQ,rqq9J,1,94.62,8.52,103.14,2024-04-23
1912,70,sHuTvVtBsC,HQ8Uu,1,43.68,3.93,47.61,2024-04-08
1913,55,dwwcWAKnIW,54r36,2,95.43,8.59,104.02,2024-04-23
1914,74,gichgXJswY,ocCTl,1,37.45,3.37,40.82,2024-04-04
1915,70,ZSflbgpUSb,3g6Pi,1,49.42,4.45,53.87,2024-04-29
1916,76,HtgtdsQQoO,kL26d,2,27.49,2.47,29.96,2024-04-21
1917,37,XFlFgzvFuY,mnwf3,1,27.21,2.45,29.66,2024-04-24
1918,52,BMQgVQKEYZ,keBPR,1,38.92,3.5,42.42,2024-04-17
1919,71,IGLYzeklIW,JbowF,2,94.69,8.52,103.21,2024-04-29
1920,78,uDcUtxbBnN,u077Y,2,88.94,8.0,96.94,2024-04-01
1921,43,nJZAakFhNV,qcxQf,1,16.3,1.47,17.77,2024-04-02
1922,39,vFVKjpmLbK,nchlQ,1,36.89,3.32,40.21,2024-04-15
1923,31,sonnKSVjkB,tcUdW,1,19.3,1.74,21.04,2024-04-09
1924,87,ZoPPmVCkmz,ET30M,2,19.67,1.77,21.44,2024-04-18
1925,11,nJvYwWoNfo,hpqV3,1,23.49,2.11,25.6,2024-04-05
1926,42,dzuYTayeiK,WRpxG,1,15.35,1.38,16.73,2024-04-01
1927,40,lIQWgdnPBb,hTrld,2,75.96,6.84,82.8,2024-04-24
1928,3,jzwhEYeUtE,FEcdx,2,31.95,2.88,34.83,2024-04-29
1929,82,oqxeLsfKvm,F9j5s,1,47.28,4.26,51.54,2024-04-10
1930,1,ICzHYFRmAA,mZSJg,2,39.7,3.57,43.27,2024-04-15
1931,21,hQDSBJDUtr,tvadu,2,52.82,4.75,57.57,2024-04-09
1932,49,VRgrfmegDk,cUd1T,2,63.9,5.75,69.65,2024-04-15
1933,21,vCSOSFZTrB,pOeEy,2,91.68,8.25,99.93,2024-04-10
1934,17,PwXGQWKapT,MLsYP,2,97.96,8.82,106.78,2024-04-14
1935,18,HTGhGatowa,3k5nI,2,57.64,5.19,62.83,2024-04-10
1936,32,meQOVemyEn,nSt8Q,1,49.84,4.49,54.33,2024-04-09
1937,88,fHjQEqVuHB,CtP1Q,1,17.63,1.59,19.22,2024-04-17
1938,79,REpGzvrgOQ,jxrwv,1,70.56,6.35,76.91,2024-04-16
1939,91,hqRleredXS,OXopy,2,21.9,1.97,23.87,2024-04-11
1940,34,nmIuEPtvSN,qMD00,2,57.03,5.13,62.16,2024-04-24
1941,58,hsKHrhlXVk,wHrl4,1,73.04,6.57,79.61,2024-04-22
1942,17,eBXJQGOEme,O3qaK,1,60.78,5.47,66.25,2024-04-25
1943,6,xttnBDGpbL,HMVhN,1,50.82,4.57,55.39,2024-04-19
1944,42,KZikyIHjMs,0I7cB,2,31.77,2.86,34.63,2024-04-13
1945,51,qVTfecViJh,MrMHI,2,98.5,8.87,107.37,2024-04-12
1946,87,xCLaGuZrLa,XN4u7,2,66.69,6.0,72.69,2024-04-08
1947,25,CWTySYVZGX,3DcmS,1,37.19,3.35,40.54,2024-04-27
1948,48,MDtWQOYUmn,NGFBQ,1,12.61,1.13,13.74,2024-04-22
1949,41,dVvjLHgdGV,ZXdAh,2,69.36,6.24,75.6,2024-04-28
1950,66,HvVfCcEHzP,hWuzj,2,91.24,8.21,99.45,2024-04-18
1951,21,muEqmWriWM,YxSAm,1,73.5,6.61,80.11,2024-04-04
1952,96,PdDqnWAbjM,SfWdB,1,53.16,4.78,57.94,2024-04-21
1953,27,xqUXeYmqtT,tXCKv,2,16.47,1.48,17.95,2024-04-29
1954,94,uycRyJHpRz,md7Ag,1,80.89,7.28,88.17,2024-04-12
1955,97,hOqVmEgmIj,5o9y3,2,34.68,3.12,37.8,2024-04-08
1956,66,ccYFiqQgAk,Vpx0Q,2,29.78,2.68,32.46,2024-04-06
1957,6,cPEreAcAbd,ThPrr,1,29.98,2.7,32.68,2024-04-22
1958,21,NOdjMswsCr,SKhNC,2,15.84,1.43,17.27,2024-04-18
1959,70,XINMXDECTM,u5wbZ,2,93.56,8.42,101.98,2024-04-20
1960,95,sVnyXcMfuj,9sWfZ,1,78.1,7.03,85.13,2024-04-25
1961,79,VJMDGmrmwv,Xj7A7,1,71.87,6.47,78.34,2024-04-20
1962,19,UaycMETzuY,NHmOW,1,42.79,3.85,46.64,2024-04-09
1963,43,SMHnGWXoiL,2xbNz,1,40.81,3.67,44.48,2024-04-04
1964,85,NOEvHQlKxw,NL0Hv,2,59.18,5.33,64.51,2024-04-21
1965,67,UEVqemFBPx,HykO3,1,74.21,6.68,80.89,2024-04-07
1966,79,cAEhnpMzOk,0zP7k,2,17.79,1.6,19.39,2024-04-13
1967,85,qYogMXCuZc,NomZV,1,35.93,3.23,39.16,2024-04-10
1968,71,sIdvVCKyEV,EBgV9,1,27.67,2.49,30.16,2024-04-07
1969,32,bjLjAVfozC,svwqM,1,94.24,8.48,102.72,2024-04-04
1970,11,EjhahqjAEB,GYddY,1,33.66,3.03,36.69,2024-04-27
1971,1,blpUvEfCvL,Q8GwW,1,69.66,6.27,75.93,2024-04-04
1972,11,OPqzFFBHCc,yrti6,1,57.43,5.17,62.6,2024-04-22
1973,19,IwBGbTMvAH,LhcnJ,2,47.76,4.3,52.06,2024-04-22
1974,93,xwmjUppLBl,tb7ZX,2,70.96,6.39,77.35,2024-04-19
1975,37,HxConbfhBa,Qyaji,1,81.69,7.35,89.04,2024-04-23
1976,47,kTXfTBWwLl,tzn36,1,77.38,6.96,84.34,2024-04-18
1977,76,MdTOelsHvJ,7faRa,1,20.53,1.85,22.38,2024-04-23
1978,67,YdpwxwovWD,FHsDl,2,28.47,2.56,31.03,2024-04-28
1979,72,hQCySJxmzp,7ZsmW,2,61.78,5.56,67.34,2024-04-20
1980,48,eQRPjeLLro,jmHvW,2,29.53,2.66,32.19,2024-04-28
1981,9,SxqRSbjlgH,XLzCj,1,87.58,7.88,95.46,2024-04-23
1982,53,wMRXUSyaKL,0VmNP,1,46.8,4.21,51.01,2024-04-15
1983,94,LPCBABmFXj,JEvot,1,30.48,2.74,33.22,2024-04-20
1984,17,EznBcPIvHz,NcnzF,1,46.51,4.19,50.7,2024-04-11
1985,79,AiJUcpklfv,iyZNl,1,48.56,4.37,52.93,2024-04-06
1986,38,VZsEMwpAjn,Liav4,1,60.49,5.44,65.93,2024-04-11
1987,43,iiFmiytbSa,MKhmN,2,92.09,8.29,100.38,2024-04-11
1988,42,ceCzVBYqSg,dbItp,2,95.94,8.63,104.57,2024-04-17
1989,50,YXBlhVCGjd,2EnAi,2,56.74,5.11,61.85,2024-04-11
1990,74,HAQGDcBQiz,mmalc,1,84.65,7.62,92.27,2024-04-24
1991,84,npqSpDqAWF,lihD9,1,46.74,4.21,50.95,2024-04-09
1992,8,oTTHsJMPOP,OCu2x,2,17.68,1.59,19.27,2024-04-20
1993,51,HgbzMsVfiq,01TUJ,2,47.11,4.24,51.35,2024-04-17
1994,66,ZgZfTIxxaj,rYE8e,1,35.17,3.17,38.34,2024-04-04
1995,35,jQmCOstXfR,9bj22,2,73.36,6.6,79.96,2024-04-14
1996,17,jweceOtbqe,BxCTh,1,83.54,7.52,91.06,2024-04-06
1997,1,srrKpKkzWw,OSCmL,1,78.72,7.08,85.8,2024-04-22
1998,54,qezoyOxLbX,NxW6n,2,87.93,7.91,95.84,2024-04-23
1999,80,jmMuxjuxiu,j7ApL,2,14.33,1.29,15.62,2024-04-27
2000,60,OwTzlCgCRA,LRd9q,2,48.19,4.34,52.53,2024-04-10
2001,15,YuPgLbTuel,lLuqD,1,88.3,7.95,96.25,2024-04-19
2002,14,KltFfrNqHk,o0uq2,1,57.55,5.18,62.73,2024-04-18
2003,10,ZpyRJdPPPQ,glcwQ,2,92.78,8.35,101.13,2024-04-14
2004,62,iwcqakOqts,OhwBR,2,51.21,4.61,55.82,2024-04-29
2005,90,FLDahrfbTM,Ilq0x,1,32.68,2.94,35.62,2024-04-11
2006,33,TNeFMmuzZD,js5OP,1,29.73,2.68,32.41,2024-04-16
2007,98,uPKpahsXTe,eRaXU,1,92.95,8.37,101.32,2024-04-07
2008,80,lGeFkrcLLv,OMHNw,2,19.64,1.77,21.41,2024-04-10
2009,35,SYmzJdVUgv,iRyJj,2,54.65,4.92,59.57,2024-04-03
2010,27,gEAPQaSuoe,KrZ4Q,2,44.94,4.04,48.98,2024-04-25
2011,100,IQBdAQysdg,y4EaA,2,62.13,5.59,67.72,2024-04-11
2012,20,zsREYQflyr,2YyRy,1,66.41,5.98,72.39,2024-04-22
2013,6,BbUSnwSEir,o9670,1,57.19,5.15,62.34,2024-04-20
2014,18,SeUAbijPWZ,xHtPa,1,21.36,1.92,23.28,2024-04-14
2015,22,QpXSTrntUG,6Yw3n,2,64.91,5.84,70.75,2024-04-20
2016,23,WgAIGTeCTf,IapaD,2,35.39,3.19,38.58,2024-04-09
2017,44,xvFbhFmCQF,c7G8a,1,95.34,8.58,103.92,2024-04-19
2018,81,lsjufzFIWl,rA22Y,2,35.13,3.16,38.29,2024-04-06
2019,7,waEDPsISFm,KoKcv,2,92.03,8.28,100.31,2024-04-05
2020,17,qGdwtRzzjr,OiXyE,2,97.27,8.75,106.02,2024-04-23
2021,32,uQCHXfBlXS,c2gsG,2,14.94,1.34,16.28,2024-04-25
2022,22,hevTFTqOqG,I7o1k,2,98.23,8.84,107.07,2024-04-27
2023,32,tjOXBQxdnV,IqOKY,2,65.76,5.92,71.68,2024-04-29
2024,45,QpYFAxNTkR,M7gIA,2,46.15,4.15,50.3,2024-04-08
2025,32,bKtsvzdFqY,noDGH,2,66.24,5.96,72.2,2024-04-01
2026,69,gVcondXNGr,OdMX9,1,52.84,4.76,57.6,2024-04-07
2027,15,QCgEFgNjYo,bsGsR,1,88.81,7.99,96.8,2024-04-04
2028,4,HcaXxcJZAU,cGg3d,2,65.75,5.92,71.67,2024-04-17
2029,49,hVGpSubwuc,XhrTO,2,56.91,5.12,62.03,2024-04-07
2030,59,sfNfooGlsa,owZ1R,2,41.68,3.75,45.43,2024-04-10
2031,69,ThJMmYPPwD,JADLQ,2,14.2,1.28,15.48,2024-04-12
2032,79,PeKGCBdWbi,1gvcA,2,23.54,2.12,25.66,2024-04-28
2033,39,vQDwcPlbIC,pNRw9,1,92.09,8.29,100.38,2024-04-20
2034,75,pienqVMCZG,AHPyu,2,34.84,3.14,37.98,2024-04-14
2035,69,tbMLEXDisz,b0pif,1,75.41,6.79,82.2,2024-04-17
2036,31,lkMycCmztl,u3iF9,1,16.28,1.47,17.75,2024-04-21
2037,72,PdtuiXpkMp,lLKef,2,56.47,5.08,61.55,2024-04-01
2038,54,PLnrCchAZg,TWVB1,2,10.17,0.92,11.09,2024-04-16
2039,94,UDgcYnDmGW,KE0nc,1,61.93,5.57,67.5,2024-04-08
2040,86,sUvUtdRzWy,VUEEl,2,89.74,8.08,97.82,2024-04-21
2041,96,UkTEZDEghB,i56Lz,1,21.45,1.93,23.38,2024-04-18
2042,77,BQSDhUDAIN,ZNT2N,2,41.08,3.7,44.78,2024-04-05
2043,78,qpuLpNMEcA,bHQIb,2,98.94,8.9,107.84,2024-04-24
2044,35,kFJNtIaGdv,fhMLb,1,81.46,7.33,88.79,2024-04-21
2045,72,kCzODmRXrY,ju0ef,2,52.01,4.68,56.69,2024-04-12
2046,11,LUNSOAXtEh,Ml3a6,2,23.41,2.11,25.52,2024-04-13
2047,88,PMhrNNhFwp,i1KKV,1,15.76,1.42,17.18,2024-04-07
2048,32,wNXdVlHTkM,em0bw,2,12.07,1.09,13.16,2024-04-04
2049,82,YSSLdWNmle,zU9KX,1,94.8,8.53,103.33,2024-04-03
2050,49,bxtfefLIHT,UbzvB,2,69.68,6.27,75.95,2024-04-08
2051,82,DdiwjobHdg,teT3H,1,43.27,3.89,47.16,2024-04-22
2052,67,wAPBePZrUf,sQ0bj,1,17.28,1.56,18.84,2024-04-27
2053,21,jTQxfjGeRC,G8ENC,2,14.49,1.3,15.79,2024-04-02
2054,99,ZZIFYEhshL,yTgYQ,2,73.92,6.65,80.57,2024-04-03
2055,51,GNFIxBviie,yY1ef,2,52.54,4.73,57.27,2024-04-09
2056,32,cnWnzlCmTc,gT7cY,2,18.75,1.69,20.44,2024-04-16
2057,28,lGzACjqMNh,yCGe3,1,50.46,4.54,55.0,2024-04-17
2058,86,aehuYClgCU,fVDwN,2,66.89,6.02,72.91,2024-04-03
2059,31,OsClgpkTzt,o6dcy,1,29.24,2.63,31.87,2024-04-05
2060,22,fHiOuCzWoS,qSeJ3,1,82.35,7.41,89.76,2024-04-18
2061,20,WFxefGkKwR,dwnAN,2,77.45,6.97,84.42,2024-04-16
2062,90,MbqxumtpNR,WhfQt,1,92.37,8.31,100.68,2024-04-24
2063,33,jBpjBUkuzY,6mX1b,1,42.56,3.83,46.39,2024-04-14
2064,26,nEkCVEYdjI,8JCaw,2,69.49,6.25,75.74,2024-04-01
2065,27,SmCrEkUghx,a8IF6,1,80.59,7.25,87.84,2024-04-14
2066,23,vXMPAzOdrW,ktYFi,2,86.79,7.81,94.6,2024-04-05
2067,42,NOLgvHSDoy,Oukr9,2,82.96,7.47,90.43,2024-04-26
2068,15,oWUFjGCIDx,OoEx4,2,30.68,2.76,33.44,2024-04-29
2069,55,HqPfDXCjew,r0dlU,2,92.01,8.28,100.29,2024-04-12
2070,17,YRRAKorwFU,3Gfki,1,85.48,7.69,93.17,2024-04-20
2071,70,XMfnkCDVYW,WbKuV,2,74.62,6.72,81.34,2024-04-18
2072,21,GccKcqAlmY,c0jhA,2,83.31,7.5,90.81,2024-04-18
2073,5,oGwsFRDRWH,QCiy3,1,43.0,3.87,46.87,2024-04-20
2074,89,EydDfSpEKw,urKn8,1,100.17,9.02,109.19,2024-04-15
2075,69,VuZiqBHfxl,uWzJu,1,27.69,2.49,30.18,2024-04-09
2076,62,qWiKWWvPnb,NO6Lz,2,85.47,7.69,93.16,2024-04-17
2077,40,nmAmHUXFLL,rfadW,1,99.32,8.94,108.26,2024-04-09
2078,88,iDnPziOKsM,Ow0XL,1,36.7,3.3,40.0,2024-04-19
2079,47,MzcUQLoMNu,9vlMA,2,44.57,4.01,48.58,2024-04-27
2080,67,EVZXqhbMQk,slSLY,2,77.18,6.95,84.13,2024-04-15
2081,86,nFlMkRwrbG,j971K,2,68.18,6.14,74.32,2024-04-19
2082,48,QfmJhuHkaL,Z4ecX,2,43.96,3.96,47.92,2024-04-02
2083,33,ZNpcpDsXvB,16uMZ,2,99.83,8.98,108.81,2024-04-14
2084,1,ZwOamcbNze,rprMl,2,26.45,2.38,28.83,2024-04-04
2085,80,YyxlVegqYF,yh8na,2,36.99,3.33,40.32,2024-04-27
2086,9,NBGKgqLKnP,61RiV,1,70.39,6.34,76.73,2024-04-17
2087,74,pCxLYdLPgi,AZye1,2,81.62,7.35,88.97,2024-04-15
2088,95,sokexdFZjr,XXuuE,1,78.93,7.1,86.03,2024-04-11
2089,27,voSYlrgtYH,RZGIh,2,58.96,5.31,64.27,2024-04-25
2090,71,ysGlslUZiY,0AR3W,2,65.9,5.93,71.83,2024-04-28
2091,86,DdPZxGLATU,LTNaz,2,59.46,5.35,64.81,2024-04-06
2092,21,tUnqvAQQZm,uOgCj,2,76.22,6.86,83.08,2024-04-21
2093,22,VSOobZwqTR,8qPUr,1,89.97,8.1,98.07,2024-04-27
2094,82,dOGMFeJoIT,45L0m,1,14.77,1.33,16.1,2024-04-04
2095,81,tSfSqKFAXU,dWJx6,2,38.02,3.42,41.44,2024-04-24
2096,87,MYIHomlCvk,3At4H,1,41.92,3.77,45.69,2024-04-09
2097,44,USlJXsJbVR,3VESO,2,39.48,3.55,43.03,2024-04-27
2098,4,sbBYkobJwk,Vy54I,1,99.86,8.99,108.85,2024-04-15
2099,26,qqgWikCfvh,T9X0t,2,26.02,2.34,28.36,2024-04-15
2100,28,CwzqbvZBtz,w6huj,1,82.13,7.39,89.52,2024-04-17
2101,31,fjQCXuvCgJ,SwU7j,2,93.37,8.4,101.77,2024-04-07
2102,92,cyFcpbnbsM,HF49x,1,47.44,4.27,51.71,2024-04-29
2103,28,dguumxOPOp,Y6Fxk,1,89.58,8.06,97.64,2024-04-17
2104,17,QBKJGQQNAT,DYGTK,2,79.99,7.2,87.19,2024-04-19
2105,98,dECYBXyIZt,eN4xz,2,33.82,3.04,36.86,2024-04-09
2106,64,LHlcCPWCkL,ar9qi,2,91.26,8.21,99.47,2024-04-01
2107,41,GzaiAfAQzZ,5rPxk,1,81.53,7.34,88.87,2024-04-17
2108,26,IWOuDYhDPG,nRhSH,2,42.22,3.8,46.02,2024-04-27
2109,49,hAcGvfMMWI,ALzQO,2,34.82,3.13,37.95,2024-04-23
2110,78,CFXBQUPCEV,B0IrV,1,11.67,1.05,12.72,2024-04-03
2111,42,NgobZnrQrb,Yxt0B,1,35.5,3.19,38.69,2024-04-24
